StudentID,StudentName,Grade,Email,AssessmentID,Subject,TotalMarks,QuestionID,CorrectAnswer,ResultID,MarksObtained,Percentage,AttemptDate,TeacherName,AttendanceStatus
STU008136,Andrew Santos,Class 7,andrew.santos960@school.edu,ASM00137,Geography,75,Q008136,A,RES008136,24,32.0,2024-04-11,Mr. Shah,Late
STU008137,Ann Baker,Grade 9,ann.baker955@school.edu,ASM00138,Biology,75,Q008137,C,RES008137,71,94.67,2025-03-21,Mr. Verma,Absent
STU008138,Gloria Cruz,Class 6,gloria.cruz362@school.edu,ASM00139,Physics,50,Q008138,B,RES008138,35,70.0,2025-11-16,Mr. Shah,Present
STU008139,Ralph Burdick,Grade 8,ralph.burdick175@school.edu,ASM00140,Computer Science,50,Q008139,B,RES008139,50,100.0,2025-10-19,Mr. Joshi,Present
STU008140,Susan Abbott,Class 8,susan.abbott839@school.edu,ASM00141,Accounts,100,Q008140,A,RES008140,77,77.0,2025-11-25,Mr. Joshi,Late
STU008141,Bertha Stockton,Class 7,abc@gmail.com,ASM00142,Mathematics,75,Q008141,A,RES008141,9,12.0,2024-04-19,Ms. Gupta,Excused
STU008142,Gregory Ross,Grade 9,gregory.ross961@school.edu,ASM00143,Computer Science,200,Q008142,A,RES008142,60,30.0,2024-07-07,Mrs. Reddy,Present
STU008143,Yvonne Davis,Class 7,yvonne.davis545@school.edu,ASM00144,Chemistry,150,Q008143,C,RES008143,63,42.0,2025-10-30,Mr. Shah,Present
STU008144,Omar Cardona,Grade 10,omar.cardona104@school.edu,ASM00145,English,100,Q008144,B,RES008144,17,17.0,2024-05-22,Mr. Joshi,Late
STU008145,Carl Docken,Grade 11,carl.docken15@school.edu,ASM00146,Economics,100,Q008145,D,RES008145,57,57.0,2025-03-29,Mr. Verma,Excused
STU008146,Seth Scherer,Grade 6,seth.scherer877@school.edu,ASM00147,Geography,50,Q008146,D,RES008146,40,80.0,2025-09-15,Ms. Gupta,Late
STU008147,Vanessa Frenzel,Grade 9,vanessa.frenzel649@school.edu,ASM00148,Economics,75,Q008147,C,RES008147,53,70.67,2025-02-12,Ms. Gupta,Absent
STU008148,Gina Ortiz,Grade 12,gina.ortiz74@school.edu,ASM00149,Biology,50,Q008148,D,RES008148,26,52.0,2025-04-12,Mr. Joshi,Present
STU008149,Maria Senecal,Grade 8,maria.senecal119@school.edu,ASM00150,Chemistry,50,Q008149,B,RES008149,23,46.0,2025-04-21,Mrs. Singh,Absent
STU008152,Stanley Kent,Grade 12,stanley.kent42@school.edu,ASM00153,English,50,Q008152,C,RES008152,45,90.0,2024-12-17,Mr. Sharma,Present
STU008153,Thomas Darden,Class 6,thomas.darden186@school.edu,ASM00154,Computer Science,150,Q008153,D,RES008153,89,59.33,2025-01-12,Mr. Kumar,Present
STU008154,Frank Miller,Grade 8,frank.miller305@school.edu,ASM00155,History,50,Q008154,B,RES008154,41,82.0,2024-06-09,Mrs. Singh,Late
STU008155,Maria Gehring,Grade 11,maria.gehring772@school.edu,ASM00156,Biology,75,Q008155,A,RES008155,64,85.33,2025-11-19,Ms. Gupta,Excused
STU008156,Cristal Sherman,Grade 7,cristal.sherman802@school.edu,ASM00157,Physics,75,Q008156,C,RES008156,62,82.67,2024-03-16,Mr. Shah,Absent
STU008158,Mark Weldon,Class 7,mark.weldon854@school.edu,ASM00159,Mathematics,100,Q008158,B,RES008158,28,28.0,2025-11-05,Mr. Joshi,Late
STU008159,Marlene Madril,Grade 7,marlene.madril882@school.edu,ASM00160,Geography,200,Q008159,B,RES008159,110,55.0,2024-02-23,Mr. Sharma,Excused
STU008161,Deborah Rodgers,Grade 10,deborah.rodgers516@school.edu,ASM00162,Economics,200,Q008161,D,RES008161,33,16.5,2024-01-30,Mrs. Singh,Present
STU008162,Cindy Gross,Grade 7,abc@gmail.com,ASM00163,Chemistry,100,Q008162,C,RES008162,88,88.0,2024-07-04,Ms. Gupta,Late
STU008163,Stanley Rollinger,Grade 12,stanley.rollinger157@school.edu,ASM00164,History,100,Q008163,C,RES008163,54,54.0,2025-05-13,Ms. Patel,Excused
STU008164,Wendell Vaughn,Grade 9,wendell.vaughn419@school.edu,ASM00165,Mathematics,100,Q008164,B,RES008164,22,22.0,2024-08-22,Ms. Gupta,Excused
STU008165,Angela Brown,Grade 7,angela.brown467@school.edu,ASM00166,Physics,100,Q008165,B,RES008165,23,23.0,2025-03-10,Mr. Joshi,Absent
STU008166,Willie Huck,Grade 8,willie.huck593@school.edu,ASM00167,Chemistry,150,Q008166,D,RES008166,118,78.67,2025-05-26,Mrs. Reddy,Late
STU008167,Peter Fuson,Grade 10,peter.fuson820@school.edu,ASM00168,Accounts,200,Q008167,D,RES008167,188,94.0,2025-01-12,Mr. Shah,Late
STU008168,Bruce Hurdle,Class 7,bruce.hurdle362@school.edu,ASM00169,Mathematics,75,Q008168,D,RES008168,10,13.33,2025-05-04,Mr. Kumar,Late
STU008170,Jack Walker,Grade 12,jack.walker398@school.edu,ASM00171,Physics,200,Q008170,D,RES008170,127,63.5,2024-12-25,Mrs. Singh,Present
STU008171,Louise Anderson,Grade 8,abc@gmail.com,ASM00172,English,100,Q008171,A,RES008171,1,1.0,2025-08-20,Ms. Patel,Absent
STU008172,Ivan Stowe,Grade 7,ivan.stowe848@school.edu,ASM00173,Accounts,200,Q008172,B,RES008172,176,88.0,2025-05-28,Mr. Kumar,Excused
STU008173,Johanna Manning,Grade 12,johanna.manning792@school.edu,ASM00174,Accounts,150,Q008173,A,RES008173,6,4.0,2024-05-22,Mr. Kumar,Excused
STU008174,Gloria Evens,Grade 9,gloria.evens57@school.edu,ASM00175,Chemistry,100,Q008174,D,RES008174,52,52.0,2024-05-22,Ms. Patel,Excused
STU008176,Marie Hill,Grade 8,marie.hill205@school.edu,ASM00177,Economics,200,Q008176,B,RES008176,74,37.0,2024-04-09,Mrs. Reddy,Present
STU008177,Julie Maxwell,Grade 11,julie.maxwell401@school.edu,ASM00178,History,100,Q008177,A,RES008177,99,99.0,2024-08-14,Ms. Nair,Present
STU008178,Robert Baker,Grade 10,robert.baker545@school.edu,ASM00179,Geography,75,Q008178,B,RES008178,36,48.0,2025-07-04,Mr. Shah,Late
STU008179,Eric King,Class 7,eric.king135@school.edu,ASM00180,Biology,50,Q008179,B,RES008179,38,76.0,2025-07-02,Mr. Sharma,Absent
STU008180,Jack Valdovinos,Grade 6,jack.valdovinos654@school.edu,ASM00181,History,200,Q008180,C,RES008180,61,30.5,2025-02-27,Mr. Sharma,Present
STU008181,Ann Barney,Grade 6,ann.barney842@school.edu,ASM00182,Geography,50,Q008181,D,RES008181,2,4.0,2025-10-19,Mr. Joshi,Absent
STU008182,Lisa Caldwell,Grade 11,lisa.caldwell407@school.edu,ASM00183,Economics,50,Q008182,A,RES008182,15,30.0,2024-06-14,Ms. Nair,Present
STU008183,Bonnie Foulkes,Class 8,bonnie.foulkes264@school.edu,ASM00184,Accounts,50,Q008183,A,RES008183,26,52.0,2024-09-27,Mr. Verma,Late
STU008184,Damon Cantell,Grade 7,damon.cantell78@school.edu,ASM00185,Computer Science,150,Q008184,C,RES008184,71,47.33,2025-08-24,Mr. Shah,Present
STU008185,Edith Morales,Grade 12,edith.morales246@school.edu,ASM00186,History,75,Q008185,A,RES008185,65,86.67,2025-05-07,Mr. Sharma,Absent
STU008186,Maria Brooks,Class 8,maria.brooks309@school.edu,ASM00187,Geography,100,Q008186,A,RES008186,8,8.0,2025-04-22,Mrs. Singh,Excused
STU008187,Sheri Gamble,Class 6,sheri.gamble296@school.edu,ASM00188,Chemistry,50,Q008187,A,RES008187,23,46.0,2025-10-31,Mrs. Singh,Late
STU008188,Donald Miller,Grade 11,donald.miller528@school.edu,ASM00189,Accounts,150,Q008188,D,RES008188,82,54.67,2024-10-08,Mr. Sharma,Absent
STU008189,Randy Carter,Grade 9,randy.carter196@school.edu,ASM00190,History,150,Q008189,D,RES008189,115,76.67,2024-07-05,Mrs. Singh,Late
STU008190,Jose Howton,Grade 11,jose.howton540@school.edu,ASM00191,Physics,150,Q008190,D,RES008190,35,23.33,2025-03-29,Mrs. Singh,Present
STU008191,Edmund Sachs,Class 6,edmund.sachs653@school.edu,ASM00192,English,200,Q008191,B,RES008191,96,48.0,2024-03-21,Mr. Joshi,Excused
STU008192,Jason Goodman,Grade 10,jason.goodman85@school.edu,ASM00193,Mathematics,100,Q008192,B,RES008192,59,59.0,2024-11-27,Mr. Shah,Excused
STU008194,Autumn Worden,Grade 11,autumn.worden543@school.edu,ASM00195,Chemistry,50,Q008194,D,RES008194,2,4.0,2024-05-08,Mr. Shah,Present
STU008195,Patrice Little,Grade 11,patrice.little309@school.edu,ASM00196,Computer Science,50,Q008195,A,RES008195,34,68.0,2025-06-28,Mr. Verma,Absent
STU008196,Danielle Tilman,Grade 10,danielle.tilman327@school.edu,ASM00197,Accounts,200,Q008196,C,RES008196,24,12.0,2024-08-30,Mr. Sharma,Present
STU008197,Sheri Arteaga,Grade 7,abc@gmail.com,ASM00198,Physics,50,Q008197,B,RES008197,6,12.0,2025-01-12,Mr. Sharma,Excused
STU008198,Olivia Hines,Grade 12,olivia.hines738@school.edu,ASM00199,History,150,Q008198,A,RES008198,79,52.67,2025-02-10,Mr. Shah,Late
STU008199,John Chaplin,Grade 6,john.chaplin533@school.edu,ASM00200,Mathematics,200,Q008199,D,RES008199,40,20.0,2024-11-25,Mr. Sharma,Late
STU008200,Tammy Morse,Grade 12,tammy.morse268@school.edu,ASM00201,History,100,Q008200,A,RES008200,72,72.0,2024-05-09,Mr. Kumar,Excused
STU008201,Carlos King,Class 7,carlos.king480@school.edu,ASM00202,History,100,Q008201,D,RES008201,96,96.0,2025-12-13,Mr. Kumar,Absent
STU008202,Gary Abbott,Grade 6,abc@gmail.com,ASM00203,Chemistry,75,Q008202,A,RES008202,70,93.33,2024-07-21,Mr. Joshi,Present
STU008203,Thomas Cleveland,Grade 9,thomas.cleveland492@school.edu,ASM00204,Accounts,100,Q008203,B,RES008203,61,61.0,2024-03-01,Mr. Kumar,Late
STU008204,Carrie Trott,Grade 7,carrie.trott894@school.edu,ASM00205,Computer Science,150,Q008204,C,RES008204,99,66.0,2024-12-29,Mr. Kumar,Absent
STU008206,Edward Stewart,Grade 6,edward.stewart475@school.edu,ASM00207,Computer Science,100,Q008206,D,RES008206,14,14.0,2024-04-22,Ms. Nair,Present
STU008207,Anne Burlingame,Grade 7,abc@gmail.com,ASM00208,Mathematics,75,Q008207,D,RES008207,18,24.0,2025-05-22,Mr. Verma,Late
STU008208,David Wilkinson,Grade 10,david.wilkinson166@school.edu,ASM00209,Accounts,75,Q008208,B,RES008208,11,14.67,2024-08-28,Mr. Sharma,Present
STU008209,Walter Abbott,Grade 12,walter.abbott954@school.edu,ASM00210,Biology,100,Q008209,C,RES008209,51,51.0,2024-08-17,Ms. Nair,Late
STU008210,Francis Oestreicher,Grade 8,francis.oestreicher434@school.edu,ASM00211,Computer Science,100,Q008210,C,RES008210,0,0.0,2025-04-27,Mr. Verma,Late
STU008211,Julie Martin,Class 6,julie.martin438@school.edu,ASM00212,History,50,Q008211,B,RES008211,43,86.0,2025-11-04,Mr. Joshi,Late
STU008212,Georgia Thompson,Grade 7,georgia.thompson835@school.edu,ASM00213,Economics,150,Q008212,D,RES008212,150,100.0,2024-12-20,Ms. Nair,Excused
STU008213,Larry Jenkins,Class 7,larry.jenkins698@school.edu,ASM00214,Computer Science,50,Q008213,B,RES008213,42,84.0,2024-07-27,Mr. Shah,Absent
STU008214,John Landingham,Grade 9,john.landingham547@school.edu,ASM00215,Accounts,150,Q008214,C,RES008214,103,68.67,2025-08-01,Ms. Nair,Excused
STU008215,Walter Carter,Grade 12,walter.carter745@school.edu,ASM00216,Accounts,50,Q008215,C,RES008215,36,72.0,2025-02-15,Mr. Kumar,Late
STU008216,Jennifer Morrison,Grade 7,jennifer.morrison227@school.edu,ASM00217,Mathematics,50,Q008216,D,RES008216,13,26.0,2025-08-20,Ms. Gupta,Excused
STU008217,Kenneth Miller,Grade 11,kenneth.miller517@school.edu,ASM00218,Geography,75,Q008217,A,RES008217,67,89.33,2025-01-08,Mr. Sharma,Excused
STU008218,Norma Littman,Class 6,norma.littman906@school.edu,ASM00219,Biology,75,Q008218,C,RES008218,43,57.33,2025-06-04,Ms. Gupta,Late
STU008219,Mae Jones,Grade 12,mae.jones787@school.edu,ASM00220,Economics,100,Q008219,D,RES008219,47,47.0,2025-12-20,Mr. Sharma,Absent
STU008220,Gregory Andres,Grade 7,gregory.andres331@school.edu,ASM00221,English,50,Q008220,D,RES008220,36,72.0,2025-01-24,Mrs. Singh,Absent
STU008221,Casey Cimini,Grade 9,casey.cimini379@school.edu,ASM00222,History,200,Q008221,C,RES008221,110,55.0,2024-09-16,Mr. Shah,Excused
STU008222,Angela Mccoy,Grade 6,angela.mccoy41@school.edu,ASM00223,Geography,75,Q008222,B,RES008222,57,76.0,2025-07-14,Mr. Shah,Excused
STU008223,Jonathan Schroeder,Class 8,jonathan.schroeder383@school.edu,ASM00224,Geography,150,Q008223,D,RES008223,88,58.67,2024-08-05,Mr. Joshi,Late
STU008224,Shaun Torres,Grade 6,shaun.torres670@school.edu,ASM00225,Accounts,150,Q008224,B,RES008224,0,0.0,2024-02-13,Mr. Sharma,Present
STU008225,Hedy Judkins,Grade 12,hedy.judkins82@school.edu,ASM00226,Geography,150,Q008225,A,RES008225,27,18.0,2025-03-03,Ms. Patel,Present
STU008226,Irma Trott,Grade 7,irma.trott855@school.edu,ASM00227,Computer Science,50,Q008226,A,RES008226,21,42.0,2025-12-05,Mrs. Reddy,Late
STU008227,Rebekah Mayhugh,Class 8,rebekah.mayhugh328@school.edu,ASM00228,Computer Science,100,Q008227,B,RES008227,3,3.0,2024-06-23,Mr. Kumar,Present
STU008228,Patricia Boyle,Grade 8,patricia.boyle506@school.edu,ASM00229,Physics,200,Q008228,B,RES008228,116,58.0,2024-11-06,Ms. Patel,Excused
STU008229,Lisa Casillas,Grade 10,lisa.casillas431@school.edu,ASM00230,Economics,50,Q008229,C,RES008229,46,92.0,2025-11-07,Mr. Verma,Absent
STU008230,John Morales,Grade 12,john.morales43@school.edu,ASM00231,Computer Science,200,Q008230,A,RES008230,115,57.5,2024-07-31,Mr. Verma,Present
STU008231,Jewel Nguyen,Grade 11,abc@gmail.com,ASM00232,English,200,Q008231,D,RES008231,141,70.5,2024-12-07,Mrs. Reddy,Late
STU008232,Andrew Swearingen,Grade 8,andrew.swearingen32@school.edu,ASM00233,Geography,100,Q008232,A,RES008232,18,18.0,2024-08-03,Ms. Nair,Late
STU008233,Ernest Cady,Class 6,ernest.cady700@school.edu,ASM00234,Physics,50,Q008233,D,RES008233,3,6.0,2025-04-11,Ms. Patel,Excused
STU008234,Roosevelt Madril,Class 8,roosevelt.madril483@school.edu,ASM00235,Accounts,200,Q008234,D,RES008234,174,87.0,2024-01-12,Mr. Joshi,Present
STU008235,Zack Leach,Grade 11,abc@gmail.com,ASM00236,History,200,Q008235,C,RES008235,47,23.5,2025-05-21,Ms. Gupta,Excused
STU008236,Evonne Sanchez,Grade 6,evonne.sanchez233@school.edu,ASM00237,Chemistry,200,Q008236,A,RES008236,104,52.0,2024-04-30,Mr. Joshi,Absent
STU008238,Kelly Arteaga,Class 7,kelly.arteaga761@school.edu,ASM00239,History,100,Q008238,C,RES008238,76,76.0,2024-05-03,Mr. Shah,Absent
STU008239,Mary Harwood,Grade 6,mary.harwood503@school.edu,ASM00240,Biology,200,Q008239,A,RES008239,81,40.5,2025-01-08,Mrs. Reddy,Absent
STU008240,Kenneth Vanaria,Grade 9,kenneth.vanaria359@school.edu,ASM00241,English,200,Q008240,A,RES008240,161,80.5,2025-04-02,Mr. Joshi,Late
STU008241,Orlando Foster,Grade 9,orlando.foster100@school.edu,ASM00242,Physics,50,Q008241,B,RES008241,2,4.0,2025-12-08,Mr. Sharma,Present
STU008242,Henry Walker,Class 7,henry.walker242@school.edu,ASM00243,Economics,200,Q008242,B,RES008242,75,37.5,2024-09-23,Ms. Gupta,Present
STU008243,Janice Green,Grade 12,janice.green212@school.edu,ASM00244,Chemistry,150,Q008243,C,RES008243,54,36.0,2024-07-11,Mrs. Reddy,Present
STU008244,Melody Kempinski,Grade 9,melody.kempinski878@school.edu,ASM00245,Economics,100,Q008244,A,RES008244,17,17.0,2024-05-29,Ms. Nair,Present
STU008245,Marie Bergeron,Class 8,marie.bergeron661@school.edu,ASM00246,English,200,Q008245,C,RES008245,137,68.5,2025-06-30,Mr. Kumar,Present
STU008246,Richard Foulkes,Grade 6,richard.foulkes188@school.edu,ASM00247,Accounts,50,Q008246,C,RES008246,46,92.0,2025-06-23,Mr. Shah,Late
STU008249,Steve Shelton,Grade 8,steve.shelton230@school.edu,ASM00250,Accounts,200,Q008249,B,RES008249,158,79.0,2024-07-15,Ms. Nair,Excused
STU008250,Roberta Brown,Class 8,roberta.brown992@school.edu,ASM00251,Geography,150,Q008250,C,RES008250,27,18.0,2024-04-06,Mr. Kumar,Present
STU008251,Lillian Mettlen,Class 6,lillian.mettlen701@school.edu,ASM00252,Chemistry,150,Q008251,A,RES008251,4,2.67,2025-11-27,Mr. Shah,Present
STU008252,Carrie Caldwell,Grade 9,carrie.caldwell99@school.edu,ASM00253,Mathematics,200,Q008252,A,RES008252,61,30.5,2024-02-28,Mr. Verma,Excused
STU008253,Mary Tilman,Grade 10,mary.tilman417@school.edu,ASM00254,Economics,50,Q008253,C,RES008253,10,20.0,2025-03-24,Mrs. Reddy,Present
STU008254,Victor Minert,Class 6,victor.minert702@school.edu,ASM00255,Mathematics,75,Q008254,D,RES008254,62,82.67,2024-06-09,Mr. Sharma,Late
STU008255,Lorena Serrata,Grade 10,lorena.serrata9@school.edu,ASM00256,Physics,75,Q008255,A,RES008255,22,29.33,2024-04-07,Mr. Joshi,Present
STU008256,John Carter,Class 8,abc@gmail.com,ASM00257,Mathematics,50,Q008256,A,RES008256,48,96.0,2024-04-25,Ms. Nair,Absent
STU008257,Hazel Moore,Grade 6,hazel.moore130@school.edu,ASM00258,History,75,Q008257,A,RES008257,2,2.67,2024-03-15,Ms. Gupta,Excused
STU008258,Jesse Bond,Grade 9,jesse.bond200@school.edu,ASM00259,Biology,200,Q008258,C,RES008258,117,58.5,2024-10-24,Mr. Verma,Excused
STU008259,Maria Shannon,Class 6,maria.shannon367@school.edu,ASM00260,English,150,Q008259,C,RES008259,68,45.33,2025-02-25,Mr. Sharma,Excused
STU008260,Willard Douglas,Class 6,abc@gmail.com,ASM00261,Economics,50,Q008260,B,RES008260,15,30.0,2024-10-31,Ms. Patel,Present
STU008262,Tina Rozier,Class 7,tina.rozier17@school.edu,ASM00263,Physics,100,Q008262,D,RES008262,86,86.0,2024-05-14,Mr. Kumar,Late
STU008263,Robert Goldberg,Grade 8,robert.goldberg532@school.edu,ASM00264,Geography,75,Q008263,D,RES008263,54,72.0,2024-07-18,Mr. Kumar,Absent
STU008264,Debra Ernst,Grade 10,debra.ernst401@school.edu,ASM00265,Biology,75,Q008264,A,RES008264,53,70.67,2025-05-01,Ms. Patel,Present
STU008265,Kenneth Ayers,Class 6,kenneth.ayers146@school.edu,ASM00266,Economics,50,Q008265,B,RES008265,34,68.0,2024-04-22,Mr. Shah,Excused
STU008266,Robert Cimini,Grade 8,robert.cimini149@school.edu,ASM00267,English,200,Q008266,B,RES008266,95,47.5,2024-06-04,Mrs. Singh,Absent
STU008267,James Fentress,Class 8,james.fentress694@school.edu,ASM00268,Physics,100,Q008267,B,RES008267,54,54.0,2024-11-21,Ms. Nair,Absent
STU008268,Beulah Burdick,Class 7,beulah.burdick977@school.edu,ASM00269,History,200,Q008268,A,RES008268,60,30.0,2024-06-28,Mr. Shah,Present
STU008269,Earline Mcclendon,Grade 12,earline.mcclendon298@school.edu,ASM00270,Accounts,150,Q008269,A,RES008269,55,36.67,2025-12-19,Mr. Joshi,Late
STU008270,Cindy Hall,Class 7,cindy.hall628@school.edu,ASM00271,Economics,100,Q008270,A,RES008270,34,34.0,2024-01-29,Ms. Patel,Absent
STU008271,Stanley Alexander,Class 7,stanley.alexander462@school.edu,ASM00272,Physics,100,Q008271,C,RES008271,8,8.0,2024-07-12,Mr. Verma,Present
STU008272,Alisa Duke,Grade 9,alisa.duke22@school.edu,ASM00273,English,200,Q008272,A,RES008272,64,32.0,2024-03-31,Mrs. Singh,Late
STU008273,Gloria Coffman,Class 7,gloria.coffman546@school.edu,ASM00274,History,200,Q008273,A,RES008273,89,44.5,2025-01-04,Mr. Shah,Present
STU008275,Casey Voss,Class 8,casey.voss728@school.edu,ASM00276,Accounts,100,Q008275,A,RES008275,82,82.0,2024-09-14,Ms. Nair,Present
STU008276,William Small,Grade 9,william.small292@school.edu,ASM00277,Accounts,50,Q008276,B,RES008276,47,94.0,2024-03-07,Mrs. Singh,Excused
STU008277,Ronnie Rogers,Grade 7,ronnie.rogers444@school.edu,ASM00278,Chemistry,200,Q008277,B,RES008277,6,3.0,2024-05-15,Mr. Joshi,Absent
STU008278,Mary Zamora,Grade 6,mary.zamora188@school.edu,ASM00279,Geography,50,Q008278,D,RES008278,26,52.0,2025-11-26,Mrs. Singh,Late
STU008279,Margaret Darosa,Grade 7,margaret.darosa297@school.edu,ASM00280,Chemistry,50,Q008279,C,RES008279,37,74.0,2025-08-05,Mrs. Singh,Excused
STU008280,Ethel Mckay,Grade 8,ethel.mckay753@school.edu,ASM00281,Geography,75,Q008280,A,RES008280,20,26.67,2024-11-21,Mr. Kumar,Present
STU008281,Gloria Reta,Grade 12,gloria.reta729@school.edu,ASM00282,Physics,50,Q008281,C,RES008281,17,34.0,2025-06-19,Ms. Nair,Present
STU008282,Miranda Cintron,Class 8,miranda.cintron774@school.edu,ASM00283,History,150,Q008282,D,RES008282,146,97.33,2024-11-29,Mrs. Singh,Absent
STU008283,Martha Barnes,Grade 9,martha.barnes53@school.edu,ASM00284,Mathematics,75,Q008283,C,RES008283,72,96.0,2025-08-27,Mr. Joshi,Excused
STU008284,Ernestina Crate,Grade 6,ernestina.crate259@school.edu,ASM00285,Economics,200,Q008284,A,RES008284,161,80.5,2025-04-30,Mrs. Reddy,Late
STU008286,Doris Schuler,Grade 12,doris.schuler76@school.edu,ASM00287,English,50,Q008286,D,RES008286,11,22.0,2025-08-04,Ms. Patel,Excused
STU008288,Daniel Johnson,Grade 6,daniel.johnson204@school.edu,ASM00289,Mathematics,75,Q008288,D,RES008288,19,25.33,2025-08-23,Mrs. Singh,Present
STU008289,Sandra Maisenbacher,Grade 9,sandra.maisenbacher996@school.edu,ASM00290,Economics,150,Q008289,B,RES008289,98,65.33,2024-12-13,Ms. Gupta,Late
STU008290,Brenda Trott,Grade 11,brenda.trott235@school.edu,ASM00291,Chemistry,150,Q008290,B,RES008290,113,75.33,2025-05-10,Ms. Patel,Absent
STU008291,Norman Evens,Class 6,norman.evens755@school.edu,ASM00292,Physics,100,Q008291,D,RES008291,64,64.0,2025-09-25,Mr. Sharma,Late
STU008293,James Durbin,Grade 7,james.durbin534@school.edu,ASM00294,Chemistry,50,Q008293,C,RES008293,45,90.0,2024-08-26,Mr. Kumar,Late
STU008294,Dana Salviejo,Grade 8,abc@gmail.com,ASM00295,Chemistry,200,Q008294,A,RES008294,103,51.5,2024-07-02,Mr. Sharma,Excused
STU008295,Antonia Roy,Grade 6,antonia.roy477@school.edu,ASM00296,Mathematics,150,Q008295,A,RES008295,49,32.67,2024-07-07,Ms. Patel,Excused
STU008296,William Gendel,Class 6,william.gendel234@school.edu,ASM00297,Biology,200,Q008296,B,RES008296,11,5.5,2025-01-20,Mr. Verma,Present
STU008297,Beulah Maggard,Grade 11,beulah.maggard232@school.edu,ASM00298,Accounts,200,Q008297,D,RES008297,62,31.0,2025-09-14,Mr. Joshi,Absent
STU008298,Joseph Sedlock,Class 8,joseph.sedlock401@school.edu,ASM00299,Computer Science,200,Q008298,D,RES008298,99,49.5,2025-03-31,Mr. Verma,Late
STU008299,Ruth Roy,Grade 7,ruth.roy286@school.edu,ASM00300,Chemistry,100,Q008299,A,RES008299,24,24.0,2025-06-15,Mrs. Reddy,Absent
STU008300,Timothy Hernandez,Grade 10,timothy.hernandez930@school.edu,ASM00301,Computer Science,150,Q008300,D,RES008300,93,62.0,2024-11-20,Ms. Gupta,Present
STU008301,Regina Lee,Grade 12,abc@gmail.com,ASM00302,History,150,Q008301,C,RES008301,143,95.33,2024-09-02,Ms. Gupta,Present
STU008302,Myrtle Bartolini,Grade 6,abc@gmail.com,ASM00303,Economics,100,Q008302,B,RES008302,82,82.0,2024-04-27,Ms. Nair,Absent
STU008303,Andrew Siske,Grade 7,abc@gmail.com,ASM00304,Mathematics,75,Q008303,B,RES008303,1,1.33,2024-03-06,Ms. Gupta,Late
STU008304,Pamela Klein,Grade 12,pamela.klein540@school.edu,ASM00305,Accounts,100,Q008304,C,RES008304,17,17.0,2024-01-02,Ms. Nair,Present
STU008305,Tonie Tanner,Grade 11,tonie.tanner608@school.edu,ASM00306,Biology,100,Q008305,A,RES008305,37,37.0,2025-09-29,Mrs. Reddy,Excused
STU008306,Pamela Carroll,Class 6,pamela.carroll876@school.edu,ASM00307,Physics,100,Q008306,B,RES008306,50,50.0,2024-12-25,Ms. Gupta,Absent
STU008307,Vanessa Ben,Grade 10,vanessa.ben214@school.edu,ASM00308,Physics,50,Q008307,D,RES008307,46,92.0,2025-10-24,Mr. Kumar,Absent
STU008308,Jennifer Swanson,Grade 12,jennifer.swanson240@school.edu,ASM00309,History,100,Q008308,C,RES008308,65,65.0,2025-07-06,Mr. Shah,Excused
STU008309,Curtis Lewis,Grade 10,curtis.lewis446@school.edu,ASM00310,Mathematics,150,Q008309,B,RES008309,61,40.67,2025-11-20,Ms. Gupta,Late
STU008310,Cheryl Martin,Grade 10,cheryl.martin638@school.edu,ASM00311,Economics,100,Q008310,C,RES008310,76,76.0,2024-08-15,Mr. Sharma,Present
STU008312,Richard Serrano,Grade 6,richard.serrano283@school.edu,ASM00313,Computer Science,100,Q008312,B,RES008312,11,11.0,2025-11-29,Ms. Gupta,Late
STU008313,Addie Webb,Grade 10,addie.webb563@school.edu,ASM00314,Chemistry,200,Q008313,B,RES008313,39,19.5,2025-08-22,Mr. Shah,Present
STU008314,Maria Madril,Grade 6,maria.madril610@school.edu,ASM00315,Physics,200,Q008314,C,RES008314,36,18.0,2025-04-18,Mr. Kumar,Absent
STU008315,Phillip Janicki,Grade 6,phillip.janicki394@school.edu,ASM00316,English,100,Q008315,A,RES008315,13,13.0,2024-01-21,Mr. Shah,Present
STU008317,Dayna High,Grade 12,dayna.high565@school.edu,ASM00318,Economics,100,Q008317,A,RES008317,58,58.0,2024-01-01,Mr. Kumar,Late
STU008318,George Dillis,Class 7,george.dillis461@school.edu,ASM00319,History,100,Q008318,A,RES008318,0,0.0,2025-01-11,Ms. Patel,Present
STU008319,Norma Austin,Class 8,norma.austin159@school.edu,ASM00320,Chemistry,100,Q008319,A,RES008319,79,79.0,2025-05-12,Mr. Joshi,Late
STU008320,John Sachs,Grade 7,john.sachs978@school.edu,ASM00321,Mathematics,150,Q008320,D,RES008320,117,78.0,2024-08-06,Mr. Kumar,Absent
STU008321,Bob Chance,Grade 8,bob.chance162@school.edu,ASM00322,Economics,200,Q008321,D,RES008321,125,62.5,2025-07-23,Mr. Shah,Present
STU008322,Randy Harris,Grade 10,randy.harris73@school.edu,ASM00323,English,100,Q008322,C,RES008322,42,42.0,2025-11-14,Mr. Kumar,Present
STU008323,Rosemary Powell,Grade 7,rosemary.powell580@school.edu,ASM00324,History,150,Q008323,C,RES008323,70,46.67,2025-01-17,Ms. Patel,Excused
